   76327.617655 lost 7156 events on cpu 5

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[988184/957665]   957665          1        0.127      0.127       0.127       0.127    0.00       0
          lcpan[988952/957665]   957665          1        0.105      0.105       0.105       0.105    0.00       0
          lcpan[990744/957665]   957665          1        0.096      0.096       0.096       0.096    0.00       0
          lcpan[992792/957665]   957665          1        2.300      2.300       2.300       2.300    0.00       0
         lcpan[1008408/957665]   957665          1        3.423      3.423       3.423       3.423    0.00       0
         lcpan[1009176/957665]   957665          1        0.045      0.045       0.045       0.045    0.00       0
         lcpan[1011736/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
     worker-16[1011992/957665]   957665     249366    42509.097      0.001       0.170     415.541    4.93       0
          lcpan[958233/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[968217/957665]   957665          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[973593/957665]   957665          2        3.721      0.008       1.860       3.712   99.53       0
          lcpan[974617/957665]   957665          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[982297/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[982809/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[983833/957665]   957665          1        0.097      0.097       0.097       0.097    0.00       0
          lcpan[984089/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[984601/957665]   957665          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[986393/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[987161/957665]   957665          1        2.712      2.712       2.712       2.712    0.00       0
          lcpan[991001/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[992793/957665]   957665          1        2.259      2.259       2.259       2.259    0.00       0
          lcpan[995865/957665]   957665          1        0.985      0.985       0.985       0.985    0.00       0
          lcpan[997657/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
         lcpan[1007385/957665]   957665          1        1.853      1.853       1.853       1.853    0.00       0
         lcpan[1008409/957665]   957665          1        3.385      3.385       3.385       3.385    0.00       0
         lcpan[1008665/957665]   957665          1        1.400      1.400       1.400       1.400    0.00       0
         lcpan[1011481/957665]   957665          1        1.341      1.341       1.341       1.341    0.00       0
      worker-9[1011993/957665]   957665     374930    31239.787      0.000       0.083     571.337    4.90       0
          lcpan[965402/957665]   957665          1        0.595      0.595       0.595       0.595    0.00       0
          lcpan[972570/957665]   957665          1        1.472      1.472       1.472       1.472    0.00       0
          lcpan[972826/957665]   957665          1        0.072      0.072       0.072       0.072    0.00       0
          lcpan[974106/957665]   957665          1        0.057      0.057       0.057       0.057    0.00       0
          lcpan[974362/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[975386/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[984346/957665]   957665          1        1.653      1.653       1.653       1.653    0.00       0
          lcpan[986138/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[987418/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[992794/957665]   957665          2       17.853      2.257       8.926      15.595   74.71       0
          lcpan[995866/957665]   957665          1        0.945      0.945       0.945       0.945    0.00       0
         lcpan[1007386/957665]   957665          1        1.854      1.854       1.854       1.854    0.00       0
         lcpan[1008410/957665]   957665          1        3.384      3.384       3.384       3.384    0.00       0
         lcpan[1008666/957665]   957665          1        1.400      1.400       1.400       1.400    0.00       0
         lcpan[1011482/957665]   957665          2        2.842      1.342       1.421       1.499    5.50       0
      worker-8[1011994/957665]   957665     454418    28032.847      0.001       0.061     416.264    3.80       0
          lcpan[965403/957665]   957665          1        0.590      0.590       0.590       0.590    0.00       0
          lcpan[968219/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[972571/957665]   957665          1        1.439      1.439       1.439       1.439    0.00       0
