   76177.910062 lost 5538 events on cpu 58
   76177.916688 lost 1177 events on cpu 64

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[941916/930470]   930470          2        0.040      0.004       0.020       0.035   76.73       0
          lcpan[942428/930470]   930470          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[952668/930470]   930470          2        0.036      0.004       0.018       0.031   73.37       0
          lcpan[936285/930470]   930470          1        0.052      0.052       0.052       0.052    0.00       0
          lcpan[951901/930470]   930470          1        0.043      0.043       0.043       0.043    0.00       0
          lcpan[953181/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[955485/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[957533/930470]   930470          2        0.038      0.018       0.019       0.020    5.85       0
          lcpan[934238/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[944222/930470]   930470          1        0.066      0.066       0.066       0.066    0.00       0
          lcpan[948574/930470]   930470          1        0.074      0.074       0.074       0.074    0.00       0
          lcpan[950622/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[951646/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[952670/930470]   930470          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[953694/930470]   930470          1        0.048      0.048       0.048       0.048    0.00       0
          lcpan[957022/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[931167/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[932959/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[950367/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[950623/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[951903/930470]   930470          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[954207/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[956511/930470]   930470          1        0.006      0.006       0.006       0.006    0.00       0
          lcpan[944480/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[950624/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[935521/930470]   930470          1        0.056      0.056       0.056       0.056    0.00       0
          lcpan[940897/930470]   930470          1        3.777      3.777       3.777       3.777    0.00       0
          lcpan[950113/930470]   930470          1        2.080      2.080       2.080       2.080    0.00       0
          lcpan[933986/930470]   930470          2        0.023      0.005       0.011       0.018   54.10       0
          lcpan[934754/930470]   930470          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[935779/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[943715/930470]   930470          1        3.198      3.198       3.198       3.198    0.00       0
          lcpan[945763/930470]   930470          1        3.405      3.405       3.405       3.405    0.00       0
          lcpan[946275/930470]   930470          1        3.793      3.793       3.793       3.793    0.00       0
          lcpan[950115/930470]   930470          1        5.120      5.120       5.120       5.120    0.00       0
          lcpan[954979/930470]   930470          1        1.185      1.185       1.185       1.185    0.00       0
          lcpan[956003/930470]   930470          1        4.762      4.762       4.762       4.762    0.00       0
          lcpan[933988/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[935268/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[935524/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[945252/930470]   930470          1        1.699      1.699       1.699       1.699    0.00       0
          lcpan[945764/930470]   930470          1        3.369      3.369       3.369       3.369    0.00       0
          lcpan[946276/930470]   930470          1        3.756      3.756       3.756       3.756    0.00       0
          lcpan[947044/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[956004/930470]   930470          1        0.675      0.675       0.675       0.675    0.00       0
          lcpan[956516/930470]   930470          1        0.075      0.075       0.075       0.075    0.00       0
